duplication_type	pair_age	gene1	gene2	Ks
PD	young	Pbre1_05G029200	Pbre1_05G029600	0.0720833
PD	old	Pbre1_15G089800	Pbre1_15G090400	0.121062
PD	young	Pbre1_15G694800	Pbre1_15G695400	0.0226768
TD	young	Pbre1_08G300000	Pbre1_08G300200	0.0991114
TRD	young	Pbre1_02G259400	Pbre1_10G594000	0.0809763
TD	old	Pbre1_03G459400	Pbre1_03G459600	0.458142
PD	old	Pbre1_07G201800	Pbre1_07G202600	0.117571
PD	old	Pbre1_06G302000	Pbre1_06G302400	0.179804
TD	old	Pbre1_05G557000	Pbre1_05G557200	0.0744216
TRD	old	Pbre1_16G369600	Pbre1_13G367400	0.37989
TRD	old	Pbre1_13G067600	Pbre1_16G033200	0.227268
TD	young	Pbre1_03G016400	Pbre1_03G016600	0.0125133
PD	old	Pbre1_02G249200	Pbre1_02G249600	0.270914
TD	old	Pbre1_09G133800	Pbre1_09G134000	0.129839
TRD	young	Pbre1_16G228000	Pbre1_10G113400	0.0574469
PD	young	Pbre1_12G411600	Pbre1_12G412000	0.0297889
TD	old	Pbre1_08G150800	Pbre1_08G151000	0.13849
TD	young	Pbre1_09G108000	Pbre1_09G108200	0.103403
TD	old	Pbre1_15G233600	Pbre1_15G233800	0.324717
TD	old	Pbre1_14G303200	Pbre1_14G303400	0.276674
TRD	old	Pbre1_15G682400	Pbre1_08G325400	0.184986
PD	young	Pbre1_17G485400	Pbre1_17G486200	0.0739666
TRD	old	Pbre1_09G146800	Pbre1_17G152400	0.19774
TD	old	Pbre1_09G296600	Pbre1_09G296800	0.284644
PD	young	Pbre1_17G486800	Pbre1_17G487800	0.0361119
TRD	young	Pbre1_13G460400	Pbre1_07G437000	0.0349457
TD	young	Pbre1_09G221200	Pbre1_09G221400	0.072754
TD	old	Pbre1_15G721000	Pbre1_15G721200	0.162257
TRD	old	Pbre1_17G396200	Pbre1_07G220600	0.23405
TD	young	Pbre1_08G402200	Pbre1_08G402400	0.0779679
TRD	old	Pbre1_13G457800	Pbre1_10G069800	0.200466
TD	old	Pbre1_08G072400	Pbre1_08G072600	0.182671
PD	old	Pbre1_08G204400	Pbre1_08G205000	0.18806
TD	young	Pbre1_07G478800	Pbre1_07G479000	0.0773211
TD	old	Pbre1_11G290000	Pbre1_11G290200	0.125321
TD	young	Pbre1_03G435400	Pbre1_03G435600	0.061414
TD	young	Pbre1_11G090800	Pbre1_11G091000	0.10144
TD	old	Pbre1_13G307600	Pbre1_13G307800	0.173064
TD	young	Pbre1_17G440800	Pbre1_17G441000	0.0575197
TD	old	Pbre1_10G171200	Pbre1_10G171400	0.355311
TRD	old	Pbre1_17G460400	Pbre1_06G261000	0.222774
TD	old	Pbre1_10G566800	Pbre1_10G567000	0.39122
TD	young	Pbre1_03G208400	Pbre1_03G208600	0.0705675
PD	young	Pbre1_16G145000	Pbre1_16G145400	0.0680324
TRD	old	Pbre1_02G104000	Pbre1_05G069600	0.174505
TD	young	Pbre1_08G350800	Pbre1_08G351000	0.0316567
TRD	old	Pbre1_06G153600	Pbre1_07G403800	0.18827
TD	old	Pbre1_14G045000	Pbre1_14G045200	0.174783
TRD	old	Pbre1_10G517400	Pbre1_05G195000	0.194298
TRD	old	Pbre1_04G408800	Pbre1_06G119800	0.431504
TD	old	Pbre1_15G562600	Pbre1_15G562800	0.376406
TD	old	Pbre1_11G018400	Pbre1_11G018600	0.376059
TRD	young	Pbre1_16G435400	Pbre1_16G480000	0.0854308
PD	young	Pbre1_16G097400	Pbre1_16G097800	0.065907
PD	old	Pbre1_13G353600	Pbre1_13G355000	0.242727
TRD	old	Pbre1_12G239400	Pbre1_15G054000	0.327543
TD	young	Pbre1_14G410400	Pbre1_14G410600	0.0697415
TD	old	Pbre1_08G387600	Pbre1_08G387800	0.222859
PD	old	Pbre1_12G119600	Pbre1_12G120000	0.120784
TRD	old	Pbre1_15G456400	Pbre1_16G158400	0.189731
TD	old	Pbre1_15G421000	Pbre1_15G421200	0.34802
TD	old	Pbre1_04G032200	Pbre1_04G032400	0.117515
PD	old	Pbre1_06G411400	Pbre1_06G411800	0.134616
PD	young	Pbre1_11G345200	Pbre1_11G345600	0.0192133
TD	young	Pbre1_15G430800	Pbre1_15G431000	0.10986
PD	young	Pbre1_02G479400	Pbre1_02G479800	0.00530213
TD	young	Pbre1_07G051800	Pbre1_07G052000	0.0125355
TRD	old	Pbre1_09G491000	Pbre1_11G171600	0.225146
TD	young	Pbre1_04G017200	Pbre1_04G017400	0.0349503
TD	old	Pbre1_07G039600	Pbre1_07G039800	0.138797
TD	young	Pbre1_10G409800	Pbre1_10G410000	0.0945675
TD	young	Pbre1_04G014400	Pbre1_04G014600	0.0351699
TD	old	Pbre1_07G209800	Pbre1_07G210000	0.257054
PD	old	Pbre1_08G145800	Pbre1_08G146200	0.0631114
TD	young	Pbre1_03G067600	Pbre1_03G067800	0.0224158
TD	young	Pbre1_02G041800	Pbre1_02G042000	0.0354425
TRD	old	Pbre1_09G294600	Pbre1_16G172400	0.328819
TD	old	Pbre1_02G131000	Pbre1_02G131200	0.229843
PD	young	Pbre1_01G432200	Pbre1_01G432800	0.0603218
TRD	old	Pbre1_17G419800	Pbre1_04G164000	0.250869
TD	young	Pbre1_02G088000	Pbre1_02G088200	0.0983499
TRD	old	Pbre1_05G089400	Pbre1_05G077800	0.250434
TRD	old	Pbre1_08G124800	Pbre1_15G115000	0.255272
PD	young	Pbre1_04G306200	Pbre1_04G307000	0.0807982
PD	old	Pbre1_10G348400	Pbre1_10G348800	0.122161
TRD	old	Pbre1_10G246800	Pbre1_05G251000	0.446364
PD	young	Pbre1_01G232400	Pbre1_01G232800	0.0590794
TD	old	Pbre1_03G301600	Pbre1_03G301800	0.18257
PD	young	Pbre1_10G069000	Pbre1_10G070400	0.0340447
PD	young	Pbre1_01G125600	Pbre1_01G126400	0.0929445
TD	old	Pbre1_02G426600	Pbre1_02G426800	0.114988
TD	young	Pbre1_08G289800	Pbre1_08G290000	0.0761938
TRD	old	Pbre1_15G138200	Pbre1_15G729000	0.220572
TD	young	Pbre1_08G094400	Pbre1_08G094600	0.0414452
TD	young	Pbre1_15G050600	Pbre1_15G050800	0.0388747
PD	young	Pbre1_17G485800	Pbre1_17G486600	0.0764325
TD	young	Pbre1_08G220600	Pbre1_08G220800	0.0144219
TRD	old	Pbre1_05G090200	Pbre1_12G364400	0.205473
PD	young	Pbre1_16G046000	Pbre1_16G046600	0.057365
TRD	old	Pbre1_02G351600	Pbre1_07G152600	0.347852
TD	old	Pbre1_11G322400	Pbre1_11G322600	0.2402
TRD	old	Pbre1_17G323200	Pbre1_04G081400	0.105573
PD	old	Pbre1_06G182400	Pbre1_06G182800	0.423578
TD	young	Pbre1_03G024000	Pbre1_03G024200	0.028984
PD	young	Pbre1_11G389800	Pbre1_11G390200	0.105819
PD	old	Pbre1_06G281000	Pbre1_06G282000	0.263893
PD	old	Pbre1_10G281200	Pbre1_10G282200	0.18593
TRD	old	Pbre1_02G484000	Pbre1_02G506000	0.205235
PD	old	Pbre1_10G115600	Pbre1_10G116600	0.206169
TRD	old	Pbre1_11G219400	Pbre1_15G556800	0.448664
PD	old	Pbre1_15G087400	Pbre1_15G088400	0.473959
TRD	old	Pbre1_15G184800	Pbre1_15G206200	0.445682
TD	old	Pbre1_10G386800	Pbre1_10G387000	0.287198
TRD	old	Pbre1_12G212000	Pbre1_15G472800	0.284511
TD	young	Pbre1_11G453800	Pbre1_11G454000	0.101309
TRD	old	Pbre1_12G148000	Pbre1_14G151600	0.180201
PD	young	Pbre1_11G034600	Pbre1_11G035000	0.0660903
TD	young	Pbre1_12G339000	Pbre1_12G339200	0.0366035
TRD	old	Pbre1_06G144000	Pbre1_14G189000	0.337579
PD	old	Pbre1_10G334200	Pbre1_10G334600	0.211352
TD	old	Pbre1_10G022200	Pbre1_10G022400	0.426781
PD	old	Pbre1_05G358000	Pbre1_05G358400	0.461596
PD	young	Pbre1_10G406000	Pbre1_10G406800	0.0629683
TRD	young	Pbre1_17G488600	Pbre1_17G492800	0.0555912
TD	old	Pbre1_13G019600	Pbre1_13G019800	0.204574
TRD	old	Pbre1_14G403400	Pbre1_06G366400	0.376094
PD	old	Pbre1_02G248600	Pbre1_02G249000	0.259091
TD	old	Pbre1_02G053600	Pbre1_02G053800	0.22384
TD	young	Pbre1_08G352000	Pbre1_08G352200	0.0955816
TRD	old	Pbre1_08G040600	Pbre1_15G035400	0.139145
PD	old	Pbre1_09G098600	Pbre1_09G099400	0.429499
TRD	old	Pbre1_05G362600	Pbre1_15G020600	0.440481
TRD	old	Pbre1_03G190200	Pbre1_11G213600	0.343186
TD	old	Pbre1_16G390600	Pbre1_16G390800	0.27242
PD	old	Pbre1_04G181600	Pbre1_04G182000	0.170176
PD	old	Pbre1_02G059400	Pbre1_02G060000	0.222075
TD	old	Pbre1_07G161000	Pbre1_07G161200	0.341867
PD	young	Pbre1_02G412400	Pbre1_02G412800	0.0553415
TD	old	Pbre1_07G427800	Pbre1_07G428000	0.15674
TRD	old	Pbre1_13G467200	Pbre1_17G267400	0.277971
TRD	old	Pbre1_02G081600	Pbre1_15G331200	0.305909
TD	young	Pbre1_12G095800	Pbre1_12G096000	0.0736394
TRD	old	Pbre1_01G200000	Pbre1_01G202000	0.138461
PD	old	Pbre1_11G187600	Pbre1_11G189400	0.0887234
TD	old	Pbre1_08G363800	Pbre1_08G364000	0.43863
TD	young	Pbre1_08G242800	Pbre1_08G243000	0.0536085
TD	old	Pbre1_12G067200	Pbre1_12G067400	0.142255
TD	old	Pbre1_17G361600	Pbre1_17G361800	0.133342
PD	young	Pbre1_07G101400	Pbre1_07G102800	0.0209203
TRD	old	Pbre1_11G362400	Pbre1_15G729000	0.175642
TD	young	Pbre1_05G387400	Pbre1_05G387600	0.0590369
TRD	old	Pbre1_09G454600	Pbre1_14G178000	0.237605
TRD	old	Pbre1_15G781400	Pbre1_07G468600	0.232956
PD	young	Pbre1_02G379600	Pbre1_02G380400	0.10188
PD	young	Pbre1_01G326600	Pbre1_01G327400	0.0113729
TRD	old	Pbre1_08G407000	Pbre1_10G086000	0.297409
TRD	old	Pbre1_05G262200	Pbre1_10G256800	0.447877
PD	young	Pbre1_03G217400	Pbre1_03G217800	0.0762132
TD	old	Pbre1_10G420800	Pbre1_10G421000	0.135208
PD	old	Pbre1_08G033600	Pbre1_08G034000	0.256915
TRD	old	Pbre1_09G487200	Pbre1_17G503200	0.208121
TRD	young	Pbre1_16G370400	Pbre1_01G239400	0.106784
TRD	old	Pbre1_15G631200	Pbre1_09G008000	0.143358
TRD	old	Pbre1_05G176000	Pbre1_05G250000	0.405726
TRD	old	Pbre1_16G422400	Pbre1_13G412400	0.122602
PD	young	Pbre1_11G335800	Pbre1_11G336800	0.0404634
PD	young	Pbre1_02G020600	Pbre1_02G021000	0.00248441
TD	old	Pbre1_15G028800	Pbre1_15G029000	0.420119
TRD	old	Pbre1_14G446800	Pbre1_01G205200	0.430521
TRD	old	Pbre1_17G492400	Pbre1_09G473000	0.231737
TD	young	Pbre1_03G219800	Pbre1_03G220000	0.0445854
TRD	old	Pbre1_04G368000	Pbre1_02G113200	0.399545
TRD	young	Pbre1_08G234200	Pbre1_08G082200	0.0554096
PD	young	Pbre1_05G402000	Pbre1_05G402400	0.0821672
TD	old	Pbre1_08G287000	Pbre1_08G287200	0.260969
PD	old	Pbre1_17G116000	Pbre1_17G117600	0.103663
TRD	old	Pbre1_10G188200	Pbre1_04G164000	0.215393
TRD	old	Pbre1_16G223400	Pbre1_13G310000	0.380321
TD	old	Pbre1_13G099600	Pbre1_13G099800	0.272468
TD	old	Pbre1_04G231800	Pbre1_04G232000	0.291748
PD	old	Pbre1_13G429400	Pbre1_13G429800	0.296978
TRD	old	Pbre1_14G384600	Pbre1_06G345600	0.248339
PD	old	Pbre1_02G233600	Pbre1_02G234000	0.24203
TRD	old	Pbre1_14G058400	Pbre1_12G350200	0.276034
TRD	young	Pbre1_17G309800	Pbre1_06G033000	0.0883257
PD	old	Pbre1_14G258600	Pbre1_14G259400	0.325455
TD	old	Pbre1_05G558400	Pbre1_05G558600	0.466526
PD	old	Pbre1_04G227200	Pbre1_04G227600	0.242472
TRD	old	Pbre1_16G109000	Pbre1_13G107200	0.280553
PD	young	Pbre1_11G030400	Pbre1_11G031000	0.0950656
TRD	old	Pbre1_16G476000	Pbre1_06G046600	0.229323
TRD	young	Pbre1_17G427400	Pbre1_04G415200	0.108562
PD	old	Pbre1_17G065400	Pbre1_17G066200	0.140386
PD	old	Pbre1_10G056400	Pbre1_10G057200	0.159416
PD	young	Pbre1_11G034200	Pbre1_11G034800	0.0154524
TRD	old	Pbre1_11G399600	Pbre1_05G005600	0.431586
PD	old	Pbre1_17G489800	Pbre1_17G491400	0.146314
TRD	old	Pbre1_11G070200	Pbre1_15G729000	0.137173
TRD	old	Pbre1_10G059200	Pbre1_05G059000	0.203295
TRD	old	Pbre1_12G362000	Pbre1_04G337200	0.323545
TRD	old	Pbre1_03G376000	Pbre1_03G405600	0.197993
PD	old	Pbre1_01G133000	Pbre1_01G133800	0.45916
PD	old	Pbre1_01G120800	Pbre1_01G121200	0.117661
TRD	young	Pbre1_04G145200	Pbre1_10G161600	0.0302968
PD	young	Pbre1_04G334800	Pbre1_04G335400	0.0236676
TRD	old	Pbre1_17G427000	Pbre1_12G440000	0.153003
TD	young	Pbre1_02G120200	Pbre1_02G120400	0.00950274
TRD	old	Pbre1_07G333200	Pbre1_04G267600	0.0867401
PD	young	Pbre1_10G260000	Pbre1_10G260800	0.0161143
PD	old	Pbre1_06G008600	Pbre1_06G009000	0.265451
PD	old	Pbre1_09G139200	Pbre1_09G139600	0.446659
TD	old	Pbre1_07G280800	Pbre1_07G281000	0.199941
PD	old	Pbre1_08G232800	Pbre1_08G233200	0.213807
TRD	old	Pbre1_12G200200	Pbre1_04G148000	0.127403
TRD	old	Pbre1_15G110000	Pbre1_15G062400	0.4612
PD	old	Pbre1_11G345400	Pbre1_11G345800	0.131091
TD	young	Pbre1_05G098400	Pbre1_05G098600	0.0367413
TD	young	Pbre1_05G435000	Pbre1_05G435200	0.0232601
TRD	old	Pbre1_16G127600	Pbre1_13G121000	0.13335
TD	old	Pbre1_04G207000	Pbre1_04G207200	0.262119
TD	old	Pbre1_08G338600	Pbre1_08G338800	0.188141
TD	old	Pbre1_17G272400	Pbre1_17G272600	0.169457
PD	old	Pbre1_13G353000	Pbre1_13G354000	0.209944
TRD	old	Pbre1_12G144400	Pbre1_15G437200	0.207715
TRD	old	Pbre1_02G123200	Pbre1_05G426000	0.158537
TRD	old	Pbre1_14G311600	Pbre1_02G386400	0.433081
TRD	old	Pbre1_14G217000	Pbre1_06G175000	0.191252
TRD	old	Pbre1_09G042200	Pbre1_10G328600	0.179536
TD	old	Pbre1_05G447400	Pbre1_05G447600	0.428608
TRD	old	Pbre1_05G090600	Pbre1_02G008200	0.0742587
TRD	young	Pbre1_14G346200	Pbre1_14G342200	0.0663418
TRD	old	Pbre1_14G030800	Pbre1_05G537800	0.431229
TRD	young	Pbre1_09G358200	Pbre1_05G152400	0.0200524
TRD	old	Pbre1_05G005000	Pbre1_10G005800	0.146372
TD	old	Pbre1_10G407400	Pbre1_10G407600	0.463204
TRD	old	Pbre1_08G074000	Pbre1_06G341600	0.0885138
PD	young	Pbre1_04G294200	Pbre1_04G294800	0.0450731
TRD	old	Pbre1_04G143600	Pbre1_06G104800	0.183759
PD	old	Pbre1_04G206000	Pbre1_04G206600	0.183427
PD	old	Pbre1_17G099600	Pbre1_17G100200	0.0738599
TD	young	Pbre1_13G118800	Pbre1_13G119000	0.0216063
TRD	old	Pbre1_01G170200	Pbre1_10G337000	0.317357
TRD	old	Pbre1_14G113400	Pbre1_17G151400	0.0578962
TD	old	Pbre1_03G071600	Pbre1_03G071800	0.158784
TD	old	Pbre1_01G127400	Pbre1_01G127600	0.188677
PD	old	Pbre1_04G263200	Pbre1_04G263600	0.199824
TD	old	Pbre1_14G015600	Pbre1_14G015800	0.113727
TRD	young	Pbre1_06G112400	Pbre1_05G152400	0.00485049
PD	old	Pbre1_04G256200	Pbre1_04G257000	0.123597
PD	old	Pbre1_03G408600	Pbre1_03G409200	0.173174
TD	young	Pbre1_03G404000	Pbre1_03G404200	0.0997956
PD	old	Pbre1_03G038600	Pbre1_03G039000	0.335224
TD	young	Pbre1_03G207000	Pbre1_03G207200	0.044942
TD	young	Pbre1_15G050400	Pbre1_15G050600	0.0456826
TRD	old	Pbre1_03G296400	Pbre1_08G398800	0.367584
TD	old	Pbre1_17G281400	Pbre1_17G281600	0.189434
PD	young	Pbre1_10G199200	Pbre1_10G200200	0.0346915
TD	old	Pbre1_02G053800	Pbre1_02G054000	0.134264
PD	young	Pbre1_13G464800	Pbre1_13G465800	0.0567683
TD	old	Pbre1_10G480800	Pbre1_10G481000	0.216
TD	old	Pbre1_02G288200	Pbre1_02G288400	0.242646
TD	old	Pbre1_09G062600	Pbre1_09G062800	0.379532
TD	old	Pbre1_14G114400	Pbre1_14G114600	0.373946
TD	old	Pbre1_04G180200	Pbre1_04G180400	0.239818
TD	old	Pbre1_13G068200	Pbre1_13G068400	0.408404
TRD	young	Pbre1_08G294400	Pbre1_15G197600	0.0316681
TRD	old	Pbre1_09G455200	Pbre1_02G181000	0.265838
PD	young	Pbre1_04G043200	Pbre1_04G043800	0.0168816
TD	old	Pbre1_03G174000	Pbre1_03G174200	0.144855
TRD	old	Pbre1_17G218000	Pbre1_09G224000	0.217065
PD	young	Pbre1_17G158600	Pbre1_17G159000	0.108584
TD	young	Pbre1_10G483200	Pbre1_10G483400	0.0684018
TRD	old	Pbre1_02G001400	Pbre1_01G092800	0.281319
TD	old	Pbre1_15G763400	Pbre1_15G763600	0.228262
TD	old	Pbre1_07G071800	Pbre1_07G072000	0.307268
TD	old	Pbre1_06G217800	Pbre1_06G218000	0.133103
PD	old	Pbre1_10G513200	Pbre1_10G513600	0.151004
TD	young	Pbre1_11G195800	Pbre1_11G196000	0.0675084
TRD	young	Pbre1_07G241000	Pbre1_07G157200	0.0570877
PD	old	Pbre1_13G270000	Pbre1_13G270400	0.164776
PD	young	Pbre1_11G113200	Pbre1_11G114000	0.00627146
TRD	young	Pbre1_03G362800	Pbre1_02G023800	0.0646868
PD	young	Pbre1_10G255800	Pbre1_10G256200	0.0969441
TD	old	Pbre1_11G489800	Pbre1_11G490000	0.470996
TD	young	Pbre1_03G036600	Pbre1_03G036800	0.0517018
TRD	old	Pbre1_16G438000	Pbre1_13G486800	0.240923
TRD	old	Pbre1_13G453000	Pbre1_04G072400	0.142692
TRD	old	Pbre1_03G291800	Pbre1_03G297200	0.141206
TRD	old	Pbre1_10G434000	Pbre1_07G499000	0.125276
TD	old	Pbre1_06G042400	Pbre1_06G042600	0.150705
TRD	old	Pbre1_09G309000	Pbre1_06G174000	0.411605
TRD	old	Pbre1_04G212600	Pbre1_12G247000	0.273127
TD	old	Pbre1_04G029400	Pbre1_04G029600	0.141406
TD	old	Pbre1_12G150600	Pbre1_12G150800	0.137703
PD	old	Pbre1_14G052600	Pbre1_14G053200	0.276976
TD	young	Pbre1_16G059000	Pbre1_16G059200	0.0844568
TD	young	Pbre1_10G015200	Pbre1_10G015400	0.0954506
TD	old	Pbre1_15G245800	Pbre1_15G246000	0.170286
TD	old	Pbre1_13G307400	Pbre1_13G307600	0.33877
TRD	old	Pbre1_15G060000	Pbre1_01G302000	0.334902
PD	young	Pbre1_12G034200	Pbre1_12G034600	0.0705423
TRD	old	Pbre1_10G216200	Pbre1_05G154400	0.31015
TRD	young	Pbre1_17G326600	Pbre1_08G018800	0.0978834
PD	young	Pbre1_04G037800	Pbre1_04G038600	0.0974174
TRD	old	Pbre1_11G242200	Pbre1_03G221000	0.199582
TD	old	Pbre1_01G198400	Pbre1_01G198600	0.105364
TD	young	Pbre1_01G418000	Pbre1_01G418200	0.0808899
TRD	old	Pbre1_06G128000	Pbre1_04G118400	0.171449
TD	old	Pbre1_11G018200	Pbre1_11G018400	0.400831
PD	young	Pbre1_01G432000	Pbre1_01G432600	0.0763499
PD	old	Pbre1_01G314800	Pbre1_01G315600	0.208745
TD	young	Pbre1_16G109800	Pbre1_16G110000	0.103479
PD	old	Pbre1_10G376200	Pbre1_10G376600	0.284093
TD	young	Pbre1_03G023800	Pbre1_03G024000	0.031674
TRD	old	Pbre1_03G181600	Pbre1_03G215200	0.207078
TRD	old	Pbre1_15G657600	Pbre1_03G432000	0.405805
TRD	old	Pbre1_05G519000	Pbre1_10G497800	0.177425
TD	old	Pbre1_01G197400	Pbre1_01G197600	0.168321
TRD	old	Pbre1_13G483000	Pbre1_04G022600	0.170605
TRD	old	Pbre1_12G172200	Pbre1_14G175400	0.463808
PD	old	Pbre1_05G458000	Pbre1_05G458400	0.24316
PD	old	Pbre1_03G089600	Pbre1_03G090000	0.135593
TRD	old	Pbre1_08G080400	Pbre1_08G077400	0.103921
TRD	old	Pbre1_17G427200	Pbre1_12G439600	0.140489
TRD	old	Pbre1_14G197600	Pbre1_10G309600	0.123724
TRD	old	Pbre1_17G490000	Pbre1_09G473000	0.18925
TD	old	Pbre1_16G309000	Pbre1_16G309200	0.112492
TRD	old	Pbre1_17G273400	Pbre1_17G107800	0.472375
TRD	old	Pbre1_13G415800	Pbre1_11G077600	0.312233
TRD	old	Pbre1_06G276400	Pbre1_14G317000	0.180091
TD	old	Pbre1_13G213600	Pbre1_13G213800	0.0678556
TD	old	Pbre1_08G094000	Pbre1_08G094200	0.117832
TD	young	Pbre1_17G099200	Pbre1_17G099400	0.112264
TD	young	Pbre1_14G213400	Pbre1_14G213600	0.0721534
TD	old	Pbre1_05G139200	Pbre1_05G139400	0.134043
TD	old	Pbre1_09G124800	Pbre1_09G125000	0.446939
TRD	old	Pbre1_11G366200	Pbre1_16G473400	0.395864
PD	old	Pbre1_02G384800	Pbre1_02G385400	0.175087
TRD	old	Pbre1_09G054400	Pbre1_13G472600	0.416109
TRD	old	Pbre1_03G335400	Pbre1_11G361400	0.243549
PD	old	Pbre1_04G053800	Pbre1_04G054200	0.181891
TRD	old	Pbre1_04G241200	Pbre1_12G274800	0.430639
TRD	young	Pbre1_12G191800	Pbre1_12G286400	0.0939574
TRD	young	Pbre1_07G288400	Pbre1_08G201800	0.0959005
TRD	old	Pbre1_13G336000	Pbre1_14G161800	0.336501
PD	young	Pbre1_15G629600	Pbre1_15G630000	0.0292171
PD	young	Pbre1_13G072000	Pbre1_13G072400	0.0114149
PD	old	Pbre1_17G220000	Pbre1_17G221200	0.104012
TD	young	Pbre1_11G057600	Pbre1_11G057800	0.084842
PD	old	Pbre1_12G184200	Pbre1_12G184800	0.206351
TD	young	Pbre1_07G295800	Pbre1_07G296000	0.0154769
TD	old	Pbre1_07G446600	Pbre1_07G446800	0.125253
TRD	old	Pbre1_14G404200	Pbre1_06G366800	0.17932
TD	young	Pbre1_15G761200	Pbre1_15G761400	0.0694627
TD	old	Pbre1_01G269800	Pbre1_01G270000	0.13981
PD	young	Pbre1_01G325600	Pbre1_01G326200	0.0133719
PD	old	Pbre1_05G394000	Pbre1_05G394800	0.16737
TRD	old	Pbre1_03G190000	Pbre1_11G213600	0.195293
TRD	old	Pbre1_05G128000	Pbre1_10G135800	0.177197
TD	young	Pbre1_07G105400	Pbre1_07G105600	0.101972
TD	old	Pbre1_14G044000	Pbre1_14G044200	0.0424201
TRD	old	Pbre1_08G274800	Pbre1_15G626800	0.343655
TD	old	Pbre1_06G261200	Pbre1_06G261400	0.119532
PD	young	Pbre1_13G465200	Pbre1_13G466000	0.00644397
TRD	young	Pbre1_09G233200	Pbre1_17G228000	0.0994794
TD	old	Pbre1_02G214000	Pbre1_02G214200	0.359175
TRD	old	Pbre1_08G051800	Pbre1_15G046000	0.194247
PD	old	Pbre1_04G051400	Pbre1_04G051800	0.287305
TD	young	Pbre1_15G234200	Pbre1_15G234400	0.0636963
TRD	young	Pbre1_14G346000	Pbre1_14G342400	0.0161867
PD	old	Pbre1_17G417400	Pbre1_17G418000	0.0504073
TRD	old	Pbre1_04G066600	Pbre1_04G192200	0.0765924
PD	old	Pbre1_09G274200	Pbre1_09G274600	0.113842
TD	old	Pbre1_15G679000	Pbre1_15G679200	0.116616
TD	old	Pbre1_08G188400	Pbre1_08G188600	0.143618
TD	old	Pbre1_10G366200	Pbre1_10G366400	0.456899
TRD	old	Pbre1_11G347400	Pbre1_04G355400	0.240947
TD	young	Pbre1_16G407600	Pbre1_16G407800	0.0868011
TD	old	Pbre1_08G295600	Pbre1_08G295800	0.131834
TRD	young	Pbre1_09G392800	Pbre1_12G017600	0.106419
TD	old	Pbre1_06G182400	Pbre1_06G182600	0.444253
PD	old	Pbre1_08G132400	Pbre1_08G133200	0.0991222
TRD	old	Pbre1_12G183800	Pbre1_11G161000	0.129285
PD	young	Pbre1_02G479800	Pbre1_02G480400	0.110438
TRD	old	Pbre1_01G365800	Pbre1_07G439800	0.220725
TD	old	Pbre1_15G145000	Pbre1_15G145200	0.298037
PD	old	Pbre1_14G082200	Pbre1_14G082800	0.270336
TRD	old	Pbre1_02G439600	Pbre1_17G180800	0.364791
PD	young	Pbre1_12G072400	Pbre1_12G072800	0.0285143
TRD	old	Pbre1_05G394600	Pbre1_10G375000	0.154794
TRD	young	Pbre1_05G313800	Pbre1_13G212800	0.0136956
PD	young	Pbre1_10G331800	Pbre1_10G332200	0.0292236
PD	old	Pbre1_06G280800	Pbre1_06G281400	0.269664
TD	old	Pbre1_09G427200	Pbre1_09G427400	0.393723
TD	young	Pbre1_04G102800	Pbre1_04G103000	0.0740611
TD	old	Pbre1_11G412200	Pbre1_11G412400	0.148693
TRD	young	Pbre1_14G176800	Pbre1_15G614800	0.0214772
TD	old	Pbre1_09G236000	Pbre1_09G236200	0.15982
TRD	old	Pbre1_04G318400	Pbre1_12G346000	0.153259
TD	old	Pbre1_17G093400	Pbre1_17G093600	0.120309
PD	old	Pbre1_17G068600	Pbre1_17G069000	0.129362
TRD	old	Pbre1_08G142800	Pbre1_15G132200	0.443715
PD	young	Pbre1_05G298200	Pbre1_05G299400	0.026862
TRD	young	Pbre1_08G084600	Pbre1_05G292200	0.0211584
TD	young	Pbre1_06G169200	Pbre1_06G169400	0.0255126
TRD	old	Pbre1_05G079000	Pbre1_13G341400	0.184642
TRD	old	Pbre1_05G062000	Pbre1_15G054000	0.243598
PD	young	Pbre1_12G072200	Pbre1_12G072600	0.0174816
TRD	old	Pbre1_12G123200	Pbre1_14G125200	0.35255
PD	young	Pbre1_14G445800	Pbre1_14G446200	0.062361
TRD	young	Pbre1_17G427600	Pbre1_04G415200	0.0328979
TD	young	Pbre1_02G488200	Pbre1_02G488400	0.0976507
TD	young	Pbre1_03G067400	Pbre1_03G067600	0.095718
TRD	old	Pbre1_17G310400	Pbre1_09G325000	0.364977
TD	young	Pbre1_06G050000	Pbre1_06G050200	0.0920366
TD	old	Pbre1_01G415000	Pbre1_01G415200	0.294484
TRD	old	Pbre1_03G277800	Pbre1_16G429000	0.194896
TRD	old	Pbre1_07G136800	Pbre1_07G098200	0.15025
TD	old	Pbre1_12G378400	Pbre1_12G378600	0.228746
TRD	old	Pbre1_08G005600	Pbre1_02G311000	0.435728
TRD	old	Pbre1_06G002600	Pbre1_10G223000	0.167572
TD	old	Pbre1_02G381800	Pbre1_02G382000	0.18174
TRD	old	Pbre1_08G105600	Pbre1_15G106000	0.217712
PD	old	Pbre1_01G323600	Pbre1_01G325200	0.0775436
PD	old	Pbre1_17G454800	Pbre1_17G455800	0.287529
PD	old	Pbre1_17G214200	Pbre1_17G215000	0.250841
TRD	young	Pbre1_16G426800	Pbre1_03G410000	0.0886564
