pair	method	Ka	Ks	Ka_Ks	source_file	trajectory	duplication_type
Pbre1_13G304200-Pbre1_16G307200	GMYN	0.015571	0.17683	0.0880565	Pbre1_13G304200-Pbre1_16G307200.cds_aln.axt.kaks	Conservation	TRD
Pbre1_15G489600-Pbre1_07G334800	GMYN	0.195251	0.544016	0.358907	Pbre1_15G489600-Pbre1_07G334800.cds_aln.axt.kaks	Conservation	TRD
Pbre1_08G232600-Pbre1_08G232800	GMYN	0.0981287	0.256976	0.38186	Pbre1_08G232600-Pbre1_08G232800.cds_aln.axt.kaks	Specialization	TD
Pbre1_06G396800-Pbre1_06G388400	GMYN	0.149179	0.331399	0.450148	Pbre1_06G396800-Pbre1_06G388400.cds_aln.axt.kaks	Specialization	TRD
Pbre1_04G095000-Pbre1_11G317400	GMYN	0.31274	0.870411	0.359302	Pbre1_04G095000-Pbre1_11G317400.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_09G375000-Pbre1_17G385600	GMYN	0.00677204	0.111394	0.0607938	Pbre1_09G375000-Pbre1_17G385600.cds_aln.axt.kaks	Conservation	TRD
Pbre1_12G148600-Pbre1_04G302200	GMYN	0.766643	4.53981	0.168871	Pbre1_12G148600-Pbre1_04G302200.cds_aln.axt.kaks	Conservation	TRD
Pbre1_10G409600-Pbre1_10G409800	GMYN	0.0529079	0.0883336	0.598956	Pbre1_10G409600-Pbre1_10G409800.cds_aln.axt.kaks	Specialization	TD
Pbre1_15G246200-Pbre1_15G246400	GMYN	0.0666331	0.100335	0.664107	Pbre1_15G246200-Pbre1_15G246400.cds_aln.axt.kaks	Neofunctionalization(Child)	TD
Pbre1_04G143400-Pbre1_06G104600	GMYN	0.114098	0.198231	0.575582	Pbre1_04G143400-Pbre1_06G104600.cds_aln.axt.kaks	Specialization	TRD
Pbre1_15G320000-Pbre1_04G165400	GMYN	0.214812	0.437093	0.491457	Pbre1_15G320000-Pbre1_04G165400.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_04G215800-Pbre1_04G217000	GMYN	0.00504628	0.0173741	0.290449	Pbre1_04G215800-Pbre1_04G217000.cds_aln.axt.kaks	Specialization	PD
Pbre1_08G382200-Pbre1_09G037000	GMYN	0.334955	0.903836	0.370593	Pbre1_08G382200-Pbre1_09G037000.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_03G426200-Pbre1_03G426800	GMYN	0.0773977	0.261537	0.295934	Pbre1_03G426200-Pbre1_03G426800.cds_aln.axt.kaks	Neofunctionalization(Child)	PD
Pbre1_15G092400-Pbre1_08G120400	GMYN	0.0492059	0.183372	0.26834	Pbre1_15G092400-Pbre1_08G120400.cds_aln.axt.kaks	Specialization	TRD
Pbre1_08G186200-Pbre1_12G009600	GMYN	0.340272	0.749318	0.454108	Pbre1_08G186200-Pbre1_12G009600.cds_aln.axt.kaks	Conservation	TRD
Pbre1_05G429400-Pbre1_07G359600	GMYN	0.207954	1.81796	0.114389	Pbre1_05G429400-Pbre1_07G359600.cds_aln.axt.kaks	Conservation	TRD
Pbre1_17G170600-Pbre1_17G170800	GMYN	0.0701222	0.181289	0.386797	Pbre1_17G170600-Pbre1_17G170800.cds_aln.axt.kaks	Neofunctionalization(Child)	TD
Pbre1_06G143600-Pbre1_14G189200	GMYN	0.0446238	0.188318	0.236959	Pbre1_06G143600-Pbre1_14G189200.cds_aln.axt.kaks	Conservation	TRD
Pbre1_03G030600-Pbre1_03G030800	GMYN	0.0633637	0.10612	0.597092	Pbre1_03G030600-Pbre1_03G030800.cds_aln.axt.kaks	Specialization	TD
Pbre1_01G222000-Pbre1_01G222200	GMYN	0.0600345	0.1646	0.36473	Pbre1_01G222000-Pbre1_01G222200.cds_aln.axt.kaks	Neofunctionalization(Child)	TD
Pbre1_08G277000-Pbre1_15G628000	GMYN	0.0915934	0.114213	0.801951	Pbre1_08G277000-Pbre1_15G628000.cds_aln.axt.kaks	Conservation	TRD
Pbre1_06G022400-Pbre1_11G198400	GMYN	0.0494208	0.289011	0.171	Pbre1_06G022400-Pbre1_11G198400.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_07G164000-Pbre1_07G193200	GMYN	0.235895	0.351459	0.671188	Pbre1_07G164000-Pbre1_07G193200.cds_aln.axt.kaks	Specialization	TRD
Pbre1_02G192000-Pbre1_05G291800	GMYN	0.0468649	0.206945	0.226461	Pbre1_02G192000-Pbre1_05G291800.cds_aln.axt.kaks	Conservation	TRD
Pbre1_15G030000-Pbre1_15G030200	GMYN	0.0646345	0.321788	0.200861	Pbre1_15G030000-Pbre1_15G030200.cds_aln.axt.kaks	Specialization	TD
Pbre1_08G139200-Pbre1_08G139400	GMYN	0.0129449	0.0271102	0.47749	Pbre1_08G139200-Pbre1_08G139400.cds_aln.axt.kaks	Specialization	TD
Pbre1_09G216000-Pbre1_09G164200	GMYN	0.0313089	0.263091	0.119004	Pbre1_09G216000-Pbre1_09G164200.cds_aln.axt.kaks	Conservation	TRD
Pbre1_07G029400-Pbre1_07G029600	GMYN	0.0424639	0.0767283	0.553433	Pbre1_07G029400-Pbre1_07G029600.cds_aln.axt.kaks	Specialization	TD
Pbre1_03G445600-Pbre1_03G445800	GMYN	0.0189565	0.0168432	1.12547	Pbre1_03G445600-Pbre1_03G445800.cds_aln.axt.kaks	Specialization	TD
Pbre1_02G145800-Pbre1_02G126600	GMYN	0.0354832	0.0615125	0.576845	Pbre1_02G145800-Pbre1_02G126600.cds_aln.axt.kaks	Conservation	TRD
Pbre1_11G299400-Pbre1_03G275400	GMYN	0.0289995	0.27117	0.106942	Pbre1_11G299400-Pbre1_03G275400.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_15G384600-Pbre1_15G384800	GMYN	0.0611844	0.151507	0.40384	Pbre1_15G384600-Pbre1_15G384800.cds_aln.axt.kaks	Specialization	TD
Pbre1_09G226400-Pbre1_09G226600	GMYN	0.1738	0.430925	0.403318	Pbre1_09G226400-Pbre1_09G226600.cds_aln.axt.kaks	Specialization	TD
Pbre1_16G365400-Pbre1_10G484600	GMYN	0.104399	0.360979	0.28921	Pbre1_16G365400-Pbre1_10G484600.cds_aln.axt.kaks	Specialization	TRD
Pbre1_09G039800-Pbre1_04G138600	GMYN	0.0656732	0.369114	0.177921	Pbre1_09G039800-Pbre1_04G138600.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_07G184200-Pbre1_15G219000	GMYN	0.18802	0.350594	0.536289	Pbre1_07G184200-Pbre1_15G219000.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_09G293600-Pbre1_06G038800	GMYN	0.385554	1.33767	0.288227	Pbre1_09G293600-Pbre1_06G038800.cds_aln.axt.kaks	Specialization	TRD
Pbre1_11G127400-Pbre1_11G180000	GMYN	0.307562	0.438904	0.700751	Pbre1_11G127400-Pbre1_11G180000.cds_aln.axt.kaks	Conservation	TRD
Pbre1_05G099800-Pbre1_05G100000	GMYN	0.413513	1.25537	0.329394	Pbre1_05G099800-Pbre1_05G100000.cds_aln.axt.kaks	Specialization	TD
Pbre1_05G028200-Pbre1_10G026400	GMYN	0.0299618	0.242664	0.123471	Pbre1_05G028200-Pbre1_10G026400.cds_aln.axt.kaks	Conservation	TRD
Pbre1_02G194200-Pbre1_02G194400	GMYN	0.212361	0.440715	0.481855	Pbre1_02G194200-Pbre1_02G194400.cds_aln.axt.kaks	Specialization	TD
Pbre1_10G347400-Pbre1_02G069800	GMYN	0.144754	0.243097	0.595456	Pbre1_10G347400-Pbre1_02G069800.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_10G180600-Pbre1_05G177400	GMYN	0.093125	0.157672	0.590626	Pbre1_10G180600-Pbre1_05G177400.cds_aln.axt.kaks	Specialization	TRD
Pbre1_05G002800-Pbre1_10G002800	GMYN	0.132435	0.313222	0.422815	Pbre1_05G002800-Pbre1_10G002800.cds_aln.axt.kaks	Conservation	TRD
Pbre1_11G004000-Pbre1_12G048000	GMYN	0.815039	4.06509	0.200497	Pbre1_11G004000-Pbre1_12G048000.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_10G190400-Pbre1_07G193800	GMYN	0.0682759	0.256811	0.26586	Pbre1_10G190400-Pbre1_07G193800.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_02G484800-Pbre1_15G539000	GMYN	0.0689318	0.0854432	0.806756	Pbre1_02G484800-Pbre1_15G539000.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_09G411600-Pbre1_01G092400	GMYN	0.0312261	1.42938	0.021846	Pbre1_09G411600-Pbre1_01G092400.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_05G209200-Pbre1_12G396200	GMYN	0.299134	0.939418	0.318425	Pbre1_05G209200-Pbre1_12G396200.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_04G358800-Pbre1_10G129600	GMYN	0.0169244	0.153791	0.110048	Pbre1_04G358800-Pbre1_10G129600.cds_aln.axt.kaks	Specialization	TRD
Pbre1_08G072000-Pbre1_14G167600	GMYN	0.0837502	0.420476	0.19918	Pbre1_08G072000-Pbre1_14G167600.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_14G118800-Pbre1_12G116400	GMYN	0.0987156	0.271776	0.363224	Pbre1_14G118800-Pbre1_12G116400.cds_aln.axt.kaks	Conservation	TRD
Pbre1_17G322200-Pbre1_11G212400	GMYN	0.217186	1.03448	0.209946	Pbre1_17G322200-Pbre1_11G212400.cds_aln.axt.kaks	Conservation	TRD
Pbre1_14G119000-Pbre1_12G116400	GMYN	0.0127289	0.116294	0.109455	Pbre1_14G119000-Pbre1_12G116400.cds_aln.axt.kaks	Conservation	TRD
Pbre1_08G056400-Pbre1_08G057000	GMYN	0.0647515	0.170278	0.380269	Pbre1_08G056400-Pbre1_08G057000.cds_aln.axt.kaks	Conservation	PD
Pbre1_09G263200-Pbre1_03G160400	GMYN	0.225619	0.955419	0.236147	Pbre1_09G263200-Pbre1_03G160400.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_05G423800-Pbre1_15G686200	GMYN	0.183938	0.682857	0.269365	Pbre1_05G423800-Pbre1_15G686200.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_08G058000-Pbre1_08G058200	GMYN	0.241056	0.415066	0.580765	Pbre1_08G058000-Pbre1_08G058200.cds_aln.axt.kaks	Specialization	TD
Pbre1_03G370600-Pbre1_03G370800	GMYN	0.0846485	0.292645	0.289253	Pbre1_03G370600-Pbre1_03G370800.cds_aln.axt.kaks	Conservation	TD
Pbre1_08G109000-Pbre1_08G109200	GMYN	0.243901	0.358305	0.680709	Pbre1_08G109000-Pbre1_08G109200.cds_aln.axt.kaks	Specialization	TD
Pbre1_14G333800-Pbre1_14G334000	GMYN	0.0242535	0.153762	0.157733	Pbre1_14G333800-Pbre1_14G334000.cds_aln.axt.kaks	Specialization	TD
Pbre1_10G482600-Pbre1_10G482800	GMYN	0.00786552	0.00770499	1.02083	Pbre1_10G482600-Pbre1_10G482800.cds_aln.axt.kaks	Specialization	TD
Pbre1_05G032000-Pbre1_17G387000	GMYN	0.200388	0.25063	0.799539	Pbre1_05G032000-Pbre1_17G387000.cds_aln.axt.kaks	Conservation	TRD
Pbre1_10G270400-Pbre1_08G316800	GMYN	0.314356	1.01908	0.30847	Pbre1_10G270400-Pbre1_08G316800.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_17G394000-Pbre1_13G486800	GMYN	0.178569	1.36687	0.130641	Pbre1_17G394000-Pbre1_13G486800.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_02G478600-Pbre1_02G480000	GMYN	0.206053	0.528068	0.390202	Pbre1_02G478600-Pbre1_02G480000.cds_aln.axt.kaks	Conservation	PD
Pbre1_01G145600-Pbre1_01G146000	GMYN	0.153547	0.220444	0.696536	Pbre1_01G145600-Pbre1_01G146000.cds_aln.axt.kaks	Neofunctionalization(Child)	PD
Pbre1_08G230800-Pbre1_02G205200	GMYN	0.137882	0.244131	0.564788	Pbre1_08G230800-Pbre1_02G205200.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_02G063400-Pbre1_06G365600	GMYN	0.435399	3.11926	0.139584	Pbre1_02G063400-Pbre1_06G365600.cds_aln.axt.kaks	Specialization	TRD
Pbre1_09G157200-Pbre1_04G248800	GMYN	0.261889	2.82952	0.0925561	Pbre1_09G157200-Pbre1_04G248800.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_10G019000-Pbre1_10G019200	GMYN	0.0269152	0.0961184	0.280022	Pbre1_10G019000-Pbre1_10G019200.cds_aln.axt.kaks	Specialization	TD
Pbre1_07G112800-Pbre1_07G499400	GMYN	0.0232378	0.110623	0.210063	Pbre1_07G112800-Pbre1_07G499400.cds_aln.axt.kaks	Conservation	TRD
Pbre1_03G450600-Pbre1_16G372600	GMYN	0.00367533	0.043901	0.0837185	Pbre1_03G450600-Pbre1_16G372600.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_10G153200-Pbre1_08G112200	GMYN	0.117325	0.390714	0.300284	Pbre1_10G153200-Pbre1_08G112200.cds_aln.axt.kaks	Conservation	TRD
Pbre1_05G214000-Pbre1_17G459000	GMYN	0.156231	0.14281	1.09398	Pbre1_05G214000-Pbre1_17G459000.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_07G114800-Pbre1_07G115000	GMYN	0.112733	0.256928	0.438774	Pbre1_07G114800-Pbre1_07G115000.cds_aln.axt.kaks	Specialization	TD
Pbre1_13G096400-Pbre1_13G152200	GMYN	0.166737	0.298306	0.558945	Pbre1_13G096400-Pbre1_13G152200.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_06G153600-Pbre1_01G329000	GMYN	0.0860303	0.303384	0.283569	Pbre1_06G153600-Pbre1_01G329000.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_02G452800-Pbre1_02G387400	GMYN	0.0739185	0.698725	0.105791	Pbre1_02G452800-Pbre1_02G387400.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_01G249400-Pbre1_01G249600	GMYN	0.0825991	0.505599	0.163369	Pbre1_01G249400-Pbre1_01G249600.cds_aln.axt.kaks	Conservation	TD
Pbre1_11G456400-Pbre1_09G076000	GMYN	0.0626953	0.0994813	0.630222	Pbre1_11G456400-Pbre1_09G076000.cds_aln.axt.kaks	Conservation	TRD
Pbre1_13G345600-Pbre1_16G354600	GMYN	0.142309	0.255608	0.556746	Pbre1_13G345600-Pbre1_16G354600.cds_aln.axt.kaks	Specialization	TRD
Pbre1_01G227800-Pbre1_01G228000	GMYN	0.0551477	0.0893181	0.61743	Pbre1_01G227800-Pbre1_01G228000.cds_aln.axt.kaks	Specialization	TD
Pbre1_02G038200-Pbre1_02G038600	GMYN	0.104693	0.116919	0.895429	Pbre1_02G038200-Pbre1_02G038600.cds_aln.axt.kaks	Neofunctionalization(Child)	PD
Pbre1_13G160400-Pbre1_13G160600	GMYN	0.225013	0.555455	0.405097	Pbre1_13G160400-Pbre1_13G160600.cds_aln.axt.kaks	Neofunctionalization(Parent)	TD
Pbre1_05G541400-Pbre1_05G541800	GMYN	0.00870059	0.0254303	0.342135	Pbre1_05G541400-Pbre1_05G541800.cds_aln.axt.kaks	Conservation	PD
Pbre1_04G272000-Pbre1_16G029600	GMYN	0.158721	0.299488	0.529975	Pbre1_04G272000-Pbre1_16G029600.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_16G083600-Pbre1_13G332800	GMYN	0.174582	0.887358	0.196744	Pbre1_16G083600-Pbre1_13G332800.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_10G460200-Pbre1_10G460400	GMYN	0.0377849	0.138674	0.272473	Pbre1_10G460200-Pbre1_10G460400.cds_aln.axt.kaks	Neofunctionalization(Child)	TD
Pbre1_11G393800-Pbre1_01G151800	GMYN	0.131942	0.298163	0.442517	Pbre1_11G393800-Pbre1_01G151800.cds_aln.axt.kaks	Conservation	TRD
Pbre1_07G015600-Pbre1_07G016200	GMYN	0.0113343	0.0937259	0.120931	Pbre1_07G015600-Pbre1_07G016200.cds_aln.axt.kaks	Conservation	PD
Pbre1_15G326400-Pbre1_15G268800	GMYN	0.357434	0.792769	0.450868	Pbre1_15G326400-Pbre1_15G268800.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_10G071200-Pbre1_16G300800	GMYN	0.141423	0.643795	0.219671	Pbre1_10G071200-Pbre1_16G300800.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_05G112400-Pbre1_11G006200	GMYN	0.612173	3.5287	0.173484	Pbre1_05G112400-Pbre1_11G006200.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_11G408600-Pbre1_11G408800	GMYN	0.0896033	0.159151	0.56301	Pbre1_11G408600-Pbre1_11G408800.cds_aln.axt.kaks	Neofunctionalization(Child)	TD
Pbre1_06G143800-Pbre1_14G189000	GMYN	0.0667819	0.203969	0.327413	Pbre1_06G143800-Pbre1_14G189000.cds_aln.axt.kaks	Conservation	TRD
Pbre1_15G733000-Pbre1_15G733800	GMYN	0.0356911	0.0638886	0.558647	Pbre1_15G733000-Pbre1_15G733800.cds_aln.axt.kaks	Specialization	PD
Pbre1_02G477400-Pbre1_02G477600	GMYN	0.0198483	0.13629	0.145633	Pbre1_02G477400-Pbre1_02G477600.cds_aln.axt.kaks	Neofunctionalization(Child)	TD
Pbre1_11G145000-Pbre1_05G363800	GMYN	0.279769	0.976126	0.286612	Pbre1_11G145000-Pbre1_05G363800.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_07G027400-Pbre1_07G027800	GMYN	0.0293044	0.0513566	0.570607	Pbre1_07G027400-Pbre1_07G027800.cds_aln.axt.kaks	Specialization	PD
Pbre1_06G199400-Pbre1_04G248800	GMYN	0.276509	2.47868	0.111555	Pbre1_06G199400-Pbre1_04G248800.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_04G247800-Pbre1_04G248000	GMYN	0.10775	0.231626	0.465192	Pbre1_04G247800-Pbre1_04G248000.cds_aln.axt.kaks	Neofunctionalization(Parent)	TD
Pbre1_16G253800-Pbre1_04G231200	GMYN	0.048665	0.178488	0.272651	Pbre1_16G253800-Pbre1_04G231200.cds_aln.axt.kaks	Specialization	TRD
Pbre1_06G269600-Pbre1_14G306400	GMYN	0.0297722	0.221915	0.13416	Pbre1_06G269600-Pbre1_14G306400.cds_aln.axt.kaks	Conservation	TRD
Pbre1_05G271400-Pbre1_15G593200	GMYN	0.293255	1.86349	0.157369	Pbre1_05G271400-Pbre1_15G593200.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_11G054400-Pbre1_09G325000	GMYN	0.311435	0.682445	0.456351	Pbre1_11G054400-Pbre1_09G325000.cds_aln.axt.kaks	Conservation	TRD
Pbre1_06G323600-Pbre1_10G550800	GMYN	0.160151	0.541119	0.295963	Pbre1_06G323600-Pbre1_10G550800.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_04G043000-Pbre1_15G112200	GMYN	0.366809	2.90075	0.126453	Pbre1_04G043000-Pbre1_15G112200.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_05G448800-Pbre1_05G449000	GMYN	0.261136	2.64988	0.0985462	Pbre1_05G448800-Pbre1_05G449000.cds_aln.axt.kaks	Neofunctionalization(Child)	TD
Pbre1_10G592400-Pbre1_06G280400	GMYN	0.781624	1.3195	0.592366	Pbre1_10G592400-Pbre1_06G280400.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_12G065000-Pbre1_10G211400	GMYN	0.39684	1.74929	0.226858	Pbre1_12G065000-Pbre1_10G211400.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_09G374400-Pbre1_17G394600	GMYN	0.0183608	0.11694	0.157011	Pbre1_09G374400-Pbre1_17G394600.cds_aln.axt.kaks	Conservation	TRD
Pbre1_03G227600-Pbre1_11G250000	GMYN	0.0718255	0.152088	0.472262	Pbre1_03G227600-Pbre1_11G250000.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_11G457800-Pbre1_04G102800	GMYN	0.0558559	0.157934	0.353666	Pbre1_11G457800-Pbre1_04G102800.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_13G252000-Pbre1_16G257000	GMYN	0.0416804	0.162101	0.257127	Pbre1_13G252000-Pbre1_16G257000.cds_aln.axt.kaks	Conservation	TRD
Pbre1_08G344800-Pbre1_13G243600	GMYN	0.393183	2.5662	0.153216	Pbre1_08G344800-Pbre1_13G243600.cds_aln.axt.kaks	Conservation	TRD
Pbre1_09G076000-Pbre1_09G076400	GMYN	0.24093	0.481725	0.50014	Pbre1_09G076000-Pbre1_09G076400.cds_aln.axt.kaks	Conservation	PD
Pbre1_03G481000-Pbre1_10G515000	GMYN	0.155878	0.323826	0.481362	Pbre1_03G481000-Pbre1_10G515000.cds_aln.axt.kaks	Conservation	TRD
Pbre1_09G468000-Pbre1_07G145600	GMYN	0.60929	2.48858	0.244834	Pbre1_09G468000-Pbre1_07G145600.cds_aln.axt.kaks	Conservation	TRD
Pbre1_05G315200-Pbre1_10G302000	GMYN	0.195423	0.489854	0.39894	Pbre1_05G315200-Pbre1_10G302000.cds_aln.axt.kaks	Specialization	TRD
Pbre1_01G117400-Pbre1_07G206600	GMYN	0.0740805	0.173828	0.426171	Pbre1_01G117400-Pbre1_07G206600.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_07G111600-Pbre1_07G466000	GMYN	0.205839	0.575271	0.357813	Pbre1_07G111600-Pbre1_07G466000.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_17G179400-Pbre1_17G495200	GMYN	0.348337	0.681923	0.510816	Pbre1_17G179400-Pbre1_17G495200.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_01G216200-Pbre1_13G239200	GMYN	0.68741	4.50995	0.152421	Pbre1_01G216200-Pbre1_13G239200.cds_aln.axt.kaks	Conservation	TRD
Pbre1_02G141000-Pbre1_09G306000	GMYN	0.290583	0.429152	0.677109	Pbre1_02G141000-Pbre1_09G306000.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_12G142400-Pbre1_13G001200	GMYN	0.0532526	0.220801	0.241179	Pbre1_12G142400-Pbre1_13G001200.cds_aln.axt.kaks	Conservation	TRD
Pbre1_17G310000-Pbre1_17G413800	GMYN	0.807702	1.19141	0.677941	Pbre1_17G310000-Pbre1_17G413800.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_03G057600-Pbre1_03G058000	GMYN	0.0739737	0.257127	0.287694	Pbre1_03G057600-Pbre1_03G058000.cds_aln.axt.kaks	Neofunctionalization(Child)	PD
Pbre1_14G159000-Pbre1_14G160000	GMYN	0.290548	0.701653	0.414091	Pbre1_14G159000-Pbre1_14G160000.cds_aln.axt.kaks	Conservation	PD
Pbre1_11G295400-Pbre1_11G297200	GMYN	0.0198673	0.0255534	0.777481	Pbre1_11G295400-Pbre1_11G297200.cds_aln.axt.kaks	Specialization	PD
Pbre1_07G457400-Pbre1_13G463000	GMYN	0.337359	1.14995	0.293367	Pbre1_07G457400-Pbre1_13G463000.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_09G411600-Pbre1_15G565600	GMYN	0.0315252	1.81032	0.0174142	Pbre1_09G411600-Pbre1_15G565600.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_03G424000-Pbre1_11G458200	GMYN	0.0311219	0.150284	0.207087	Pbre1_03G424000-Pbre1_11G458200.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_05G429000-Pbre1_17G196200	GMYN	0.21328	0.886337	0.240631	Pbre1_05G429000-Pbre1_17G196200.cds_aln.axt.kaks	Conservation	TRD
Pbre1_02G135200-Pbre1_06G341600	GMYN	0.298833	3.52375	0.0848056	Pbre1_02G135200-Pbre1_06G341600.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_15G734600-Pbre1_09G335600	GMYN	0.0316443	0.0739447	0.427945	Pbre1_15G734600-Pbre1_09G335600.cds_aln.axt.kaks	Conservation	TRD
Pbre1_10G172400-Pbre1_10G173600	GMYN	0.0186155	0.100307	0.185585	Pbre1_10G172400-Pbre1_10G173600.cds_aln.axt.kaks	Conservation	PD
Pbre1_02G467200-Pbre1_07G040600	GMYN	0.108619	0.362818	0.299376	Pbre1_02G467200-Pbre1_07G040600.cds_aln.axt.kaks	Conservation	TRD
Pbre1_13G236200-Pbre1_13G236400	GMYN	0.0768053	0.673172	0.114095	Pbre1_13G236200-Pbre1_13G236400.cds_aln.axt.kaks	Specialization	TD
Pbre1_03G112200-Pbre1_05G283600	GMYN	0.0909415	0.112597	0.807676	Pbre1_03G112200-Pbre1_05G283600.cds_aln.axt.kaks	Specialization	TRD
Pbre1_11G017400-Pbre1_11G019000	GMYN	0.239415	0.74227	0.322544	Pbre1_11G017400-Pbre1_11G019000.cds_aln.axt.kaks	Specialization	PD
Pbre1_11G181200-Pbre1_11G181400	GMYN	0.17188	0.274813	0.625442	Pbre1_11G181200-Pbre1_11G181400.cds_aln.axt.kaks	Specialization	TD
Pbre1_09G325800-Pbre1_07G454000	GMYN	0.232556	0.295343	0.787409	Pbre1_09G325800-Pbre1_07G454000.cds_aln.axt.kaks	Specialization	TRD
Pbre1_16G083600-Pbre1_16G338200	GMYN	0.175318	1.02384	0.171237	Pbre1_16G083600-Pbre1_16G338200.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_10G461600-Pbre1_10G462200	GMYN	0.172782	0.316787	0.545419	Pbre1_10G461600-Pbre1_10G462200.cds_aln.axt.kaks	Specialization	PD
Pbre1_02G218200-Pbre1_02G218800	GMYN	0.0438562	0.0968364	0.452889	Pbre1_02G218200-Pbre1_02G218800.cds_aln.axt.kaks	Neofunctionalization(Child)	PD
Pbre1_09G171200-Pbre1_17G499800	GMYN	0.0333323	0.439659	0.075814	Pbre1_09G171200-Pbre1_17G499800.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_15G786400-Pbre1_09G046200	GMYN	0.334056	0.575409	0.580555	Pbre1_15G786400-Pbre1_09G046200.cds_aln.axt.kaks	Conservation	TRD
Pbre1_10G168400-Pbre1_16G288200	GMYN	0.623871	1.19792	0.520797	Pbre1_10G168400-Pbre1_16G288200.cds_aln.axt.kaks	Specialization	TRD
Pbre1_02G144200-Pbre1_09G204200	GMYN	0.248941	0.371728	0.669685	Pbre1_02G144200-Pbre1_09G204200.cds_aln.axt.kaks	Specialization	TRD
Pbre1_04G035000-Pbre1_04G035200	GMYN	0.0540938	0.246603	0.219356	Pbre1_04G035000-Pbre1_04G035200.cds_aln.axt.kaks	Conservation	TD
Pbre1_01G302800-Pbre1_05G459600	GMYN	0.431889	2.98003	0.144928	Pbre1_01G302800-Pbre1_05G459600.cds_aln.axt.kaks	Specialization	TRD
Pbre1_09G463600-Pbre1_06G413200	GMYN	0.197007	0.353051	0.558012	Pbre1_09G463600-Pbre1_06G413200.cds_aln.axt.kaks	Specialization	TRD
Pbre1_09G349000-Pbre1_17G359000	GMYN	0.152052	0.208857	0.728021	Pbre1_09G349000-Pbre1_17G359000.cds_aln.axt.kaks	Specialization	TRD
